Source.Name,Name,Domain,Indicator,Year,GeogID,Race_Ethnicity,Gender,Age_Group,Month,Measure,Value,ts,measureName,indicatorName,contentAreaName,Race_Ethnicitylabel,Genderlabel
non-hodgkin's_lymphoma_male.xlsx,GILA,CR,24,2015-2019,4007,ALL,m,ALL,ALL,225,9.1,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Non-Hodgkin's Lymphoma per 100,000 population over a five year period",Incidence of Non-Hodgkin's Lymphoma,Cancer,Any Race Ethnicity,Male
non-hodgkin's_lymphoma_male.xlsx,MARICOPA,CR,24,2015-2019,4013,ALL,m,ALL,ALL,225,18.9,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Non-Hodgkin's Lymphoma per 100,000 population over a five year period",Incidence of Non-Hodgkin's Lymphoma,Cancer,Any Race Ethnicity,Male
non-hodgkin's_lymphoma_male.xlsx,MOHAVE,CR,24,2015-2019,4015,ALL,m,ALL,ALL,225,17.2,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Non-Hodgkin's Lymphoma per 100,000 population over a five year period",Incidence of Non-Hodgkin's Lymphoma,Cancer,Any Race Ethnicity,Male
non-hodgkin's_lymphoma_male.xlsx,NAVAJO,CR,24,2015-2019,4017,ALL,m,ALL,ALL,225,20.3,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Non-Hodgkin's Lymphoma per 100,000 population over a five year period",Incidence of Non-Hodgkin's Lymphoma,Cancer,Any Race Ethnicity,Male
non-hodgkin's_lymphoma_male.xlsx,PIMA,CR,24,2015-2019,4019,ALL,m,ALL,ALL,225,18.9,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Non-Hodgkin's Lymphoma per 100,000 population over a five year period",Incidence of Non-Hodgkin's Lymphoma,Cancer,Any Race Ethnicity,Male
non-hodgkin's_lymphoma_male.xlsx,PINAL,CR,24,2015-2019,4021,ALL,m,ALL,ALL,225,16.6,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Non-Hodgkin's Lymphoma per 100,000 population over a five year period",Incidence of Non-Hodgkin's Lymphoma,Cancer,Any Race Ethnicity,Male
non-hodgkin's_lymphoma_male.xlsx,SANTA CRUZ,CR,24,2015-2019,4023,ALL,m,ALL,ALL,225,17.1,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Non-Hodgkin's Lymphoma per 100,000 population over a five year period",Incidence of Non-Hodgkin's Lymphoma,Cancer,Any Race Ethnicity,Male
non-hodgkin's_lymphoma_male.xlsx,YAVAPAI,CR,24,2015-2019,4025,ALL,m,ALL,ALL,225,17.4,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Non-Hodgkin's Lymphoma per 100,000 population over a five year period",Incidence of Non-Hodgkin's Lymphoma,Cancer,Any Race Ethnicity,Male
non-hodgkin's_lymphoma_male.xlsx,YUMA,CR,24,2015-2019,4027,ALL,m,ALL,ALL,225,17.5,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Non-Hodgkin's Lymphoma per 100,000 population over a five year period",Incidence of Non-Hodgkin's Lymphoma,Cancer,Any Race Ethnicity,Male
non-hodgkin's_lymphoma_male.xlsx,ARIZONA,CR,24,2015-2019,ALL,ALL,m,ALL,ALL,225,18.3,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Non-Hodgkin's Lymphoma per 100,000 population over a five year period",Incidence of Non-Hodgkin's Lymphoma,Cancer,Any Race Ethnicity,Male
oral_male.xlsx,COCHISE,CR,91,2015-2019,4003,ALL,m,ALL,ALL,484,16.59,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Oral/Pharynx Cancer per 100,000 population over a five year period",Incidence of Oral Cancer,Cancer,Any Race Ethnicity,Male
oral_male.xlsx,COCONINO,CR,91,2015-2019,4005,ALL,m,ALL,ALL,484,14.69,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Oral/Pharynx Cancer per 100,000 population over a five year period",Incidence of Oral Cancer,Cancer,Any Race Ethnicity,Male
oral_male.xlsx,GILA,CR,91,2015-2019,4007,ALL,m,ALL,ALL,484,12.25,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Oral/Pharynx Cancer per 100,000 population over a five year period",Incidence of Oral Cancer,Cancer,Any Race Ethnicity,Male
oral_male.xlsx,MARICOPA,CR,91,2015-2019,4013,ALL,m,ALL,ALL,484,13.1,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Oral/Pharynx Cancer per 100,000 population over a five year period",Incidence of Oral Cancer,Cancer,Any Race Ethnicity,Male
oral_male.xlsx,MOHAVE,CR,91,2015-2019,4015,ALL,m,ALL,ALL,484,20.91,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Oral/Pharynx Cancer per 100,000 population over a five year period",Incidence of Oral Cancer,Cancer,Any Race Ethnicity,Male
oral_male.xlsx,NAVAJO,CR,91,2015-2019,4017,ALL,m,ALL,ALL,484,15.78,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Oral/Pharynx Cancer per 100,000 population over a five year period",Incidence of Oral Cancer,Cancer,Any Race Ethnicity,Male
oral_male.xlsx,PIMA,CR,91,2015-2019,4019,ALL,m,ALL,ALL,484,15.08,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Oral/Pharynx Cancer per 100,000 population over a five year period",Incidence of Oral Cancer,Cancer,Any Race Ethnicity,Male
oral_male.xlsx,PINAL,CR,91,2015-2019,4021,ALL,m,ALL,ALL,484,13.24,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Oral/Pharynx Cancer per 100,000 population over a five year period",Incidence of Oral Cancer,Cancer,Any Race Ethnicity,Male
oral_male.xlsx,YAVAPAI,CR,91,2015-2019,4025,ALL,m,ALL,ALL,484,19,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Oral/Pharynx Cancer per 100,000 population over a five year period",Incidence of Oral Cancer,Cancer,Any Race Ethnicity,Male
oral_male.xlsx,YUMA,CR,91,2015-2019,4027,ALL,m,ALL,ALL,484,14.15,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Oral/Pharynx Cancer per 100,000 population over a five year period",Incidence of Oral Cancer,Cancer,Any Race Ethnicity,Male
oral_male.xlsx,ARIZONA,CR,91,2015-2019,ALL,ALL,m,ALL,ALL,484,14.03,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Oral/Pharynx Cancer per 100,000 population over a five year period",Incidence of Oral Cancer,Cancer,Any Race Ethnicity,Male
pancreatic_male.xlsx,APACHE,CR,93,2015-2019,4001,ALL,m,ALL,ALL,492,11.72,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Pancreas Cancer per 100,000 population over a five year period",Incidence of Pancreatic Cancer,Cancer,Any Race Ethnicity,Male
pancreatic_male.xlsx,COCHISE,CR,93,2015-2019,4003,ALL,m,ALL,ALL,492,13.6,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Pancreas Cancer per 100,000 population over a five year period",Incidence of Pancreatic Cancer,Cancer,Any Race Ethnicity,Male
pancreatic_male.xlsx,COCONINO,CR,93,2015-2019,4005,ALL,m,ALL,ALL,492,14.22,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Pancreas Cancer per 100,000 population over a five year period",Incidence of Pancreatic Cancer,Cancer,Any Race Ethnicity,Male
pancreatic_male.xlsx,GILA,CR,93,2015-2019,4007,ALL,m,ALL,ALL,492,10.31,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Pancreas Cancer per 100,000 population over a five year period",Incidence of Pancreatic Cancer,Cancer,Any Race Ethnicity,Male
pancreatic_male.xlsx,MARICOPA,CR,93,2015-2019,4013,ALL,m,ALL,ALL,492,14.67,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Pancreas Cancer per 100,000 population over a five year period",Incidence of Pancreatic Cancer,Cancer,Any Race Ethnicity,Male
pancreatic_male.xlsx,MOHAVE,CR,93,2015-2019,4015,ALL,m,ALL,ALL,492,13.03,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Pancreas Cancer per 100,000 population over a five year period",Incidence of Pancreatic Cancer,Cancer,Any Race Ethnicity,Male
pancreatic_male.xlsx,NAVAJO,CR,93,2015-2019,4017,ALL,m,ALL,ALL,492,9.4,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Pancreas Cancer per 100,000 population over a five year period",Incidence of Pancreatic Cancer,Cancer,Any Race Ethnicity,Male
pancreatic_male.xlsx,PIMA,CR,93,2015-2019,4019,ALL,m,ALL,ALL,492,13.55,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Pancreas Cancer per 100,000 population over a five year period",Incidence of Pancreatic Cancer,Cancer,Any Race Ethnicity,Male
pancreatic_male.xlsx,PINAL,CR,93,2015-2019,4021,ALL,m,ALL,ALL,492,11.58,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Pancreas Cancer per 100,000 population over a five year period",Incidence of Pancreatic Cancer,Cancer,Any Race Ethnicity,Male
pancreatic_male.xlsx,SANTA CRUZ,CR,93,2015-2019,4023,ALL,m,ALL,ALL,492,19.68,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Pancreas Cancer per 100,000 population over a five year period",Incidence of Pancreatic Cancer,Cancer,Any Race Ethnicity,Male
pancreatic_male.xlsx,YAVAPAI,CR,93,2015-2019,4025,ALL,m,ALL,ALL,492,12.79,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Pancreas Cancer per 100,000 population over a five year period",Incidence of Pancreatic Cancer,Cancer,Any Race Ethnicity,Male
pancreatic_male.xlsx,YUMA,CR,93,2015-2019,4027,ALL,m,ALL,ALL,492,12.29,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Pancreas Cancer per 100,000 population over a five year period",Incidence of Pancreatic Cancer,Cancer,Any Race Ethnicity,Male
pancreatic_male.xlsx,ARIZONA,CR,93,2015-2019,ALL,ALL,m,ALL,ALL,492,13.77,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Pancreas Cancer per 100,000 population over a five year period",Incidence of Pancreatic Cancer,Cancer,Any Race Ethnicity,Male
thyroid_male.xlsx,MARICOPA,CR,25,2015-2019,4013,ALL,m,ALL,ALL,226,6.8,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Thyroid Cancer per 100,000 population over a five year period",Incidence of Thyroid Cancers,Cancer,Any Race Ethnicity,Male
thyroid_male.xlsx,MOHAVE,CR,25,2015-2019,4015,ALL,m,ALL,ALL,226,5,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Thyroid Cancer per 100,000 population over a five year period",Incidence of Thyroid Cancers,Cancer,Any Race Ethnicity,Male
thyroid_male.xlsx,NAVAJO,CR,25,2015-2019,4017,ALL,m,ALL,ALL,226,7.3,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Thyroid Cancer per 100,000 population over a five year period",Incidence of Thyroid Cancers,Cancer,Any Race Ethnicity,Male
thyroid_male.xlsx,PIMA,CR,25,2015-2019,4019,ALL,m,ALL,ALL,226,6.4,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Thyroid Cancer per 100,000 population over a five year period",Incidence of Thyroid Cancers,Cancer,Any Race Ethnicity,Male
thyroid_male.xlsx,PINAL,CR,25,2015-2019,4021,ALL,m,ALL,ALL,226,4.6,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Thyroid Cancer per 100,000 population over a five year period",Incidence of Thyroid Cancers,Cancer,Any Race Ethnicity,Male
thyroid_male.xlsx,YAVAPAI,CR,25,2015-2019,4025,ALL,m,ALL,ALL,226,6.8,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Thyroid Cancer per 100,000 population over a five year period",Incidence of Thyroid Cancers,Cancer,Any Race Ethnicity,Male
thyroid_male.xlsx,YUMA,CR,25,2015-2019,4027,ALL,m,ALL,ALL,226,6.1,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Thyroid Cancer per 100,000 population over a five year period",Incidence of Thyroid Cancers,Cancer,Any Race Ethnicity,Male
thyroid_male.xlsx,ARIZONA,CR,25,2015-2019,ALL,ALL,m,ALL,ALL,226,6.3,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Thyroid Cancer per 100,000 population over a five year period",Incidence of Thyroid Cancers,Cancer,Any Race Ethnicity,Male
bladder_female.xlsx,COCHISE,CR,18,2015-2019,4003,ALL,f,ALL,ALL,221,8.1,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Bladder Cancer (including in situ) per 100,000 population over a five year period",Incidence of Bladder Cancer,Cancer,Any Race Ethnicity,Female
bladder_female.xlsx,COCONINO,CR,18,2015-2019,4005,ALL,f,ALL,ALL,221,6.2,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Bladder Cancer (including in situ) per 100,000 population over a five year period",Incidence of Bladder Cancer,Cancer,Any Race Ethnicity,Female
bladder_female.xlsx,MARICOPA,CR,18,2015-2019,4013,ALL,f,ALL,ALL,221,8,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Bladder Cancer (including in situ) per 100,000 population over a five year period",Incidence of Bladder Cancer,Cancer,Any Race Ethnicity,Female
bladder_female.xlsx,MOHAVE,CR,18,2015-2019,4015,ALL,f,ALL,ALL,221,7.8,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Bladder Cancer (including in situ) per 100,000 population over a five year period",Incidence of Bladder Cancer,Cancer,Any Race Ethnicity,Female
bladder_female.xlsx,PIMA,CR,18,2015-2019,4019,ALL,f,ALL,ALL,221,7.3,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Bladder Cancer (including in situ) per 100,000 population over a five year period",Incidence of Bladder Cancer,Cancer,Any Race Ethnicity,Female
bladder_female.xlsx,PINAL,CR,18,2015-2019,4021,ALL,f,ALL,ALL,221,6.3,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Bladder Cancer (including in situ) per 100,000 population over a five year period",Incidence of Bladder Cancer,Cancer,Any Race Ethnicity,Female
bladder_female.xlsx,YAVAPAI,CR,18,2015-2019,4025,ALL,f,ALL,ALL,221,9.5,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Bladder Cancer (including in situ) per 100,000 population over a five year period",Incidence of Bladder Cancer,Cancer,Any Race Ethnicity,Female
bladder_female.xlsx,YUMA,CR,18,2015-2019,4027,ALL,f,ALL,ALL,221,5.6,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Bladder Cancer (including in situ) per 100,000 population over a five year period",Incidence of Bladder Cancer,Cancer,Any Race Ethnicity,Female
bladder_female.xlsx,ARIZONA,CR,18,2015-2019,ALL,ALL,f,ALL,ALL,221,7.5,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Bladder Cancer (including in situ) per 100,000 population over a five year period",Incidence of Bladder Cancer,Cancer,Any Race Ethnicity,Female
esophageal_female.xlsx,MARICOPA,CR,92,2015-2019,4013,ALL,f,ALL,ALL,488,1.39,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Esophageal Cancer per 100,000 population over a five year period",Incidence of Esophageal Cancer,Cancer,Any Race Ethnicity,Female
esophageal_female.xlsx,MOHAVE,CR,92,2015-2019,4015,ALL,f,ALL,ALL,488,2.09,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Esophageal Cancer per 100,000 population over a five year period",Incidence of Esophageal Cancer,Cancer,Any Race Ethnicity,Female
esophageal_female.xlsx,PIMA,CR,92,2015-2019,4019,ALL,f,ALL,ALL,488,1.54,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Esophageal Cancer per 100,000 population over a five year period",Incidence of Esophageal Cancer,Cancer,Any Race Ethnicity,Female
esophageal_female.xlsx,PINAL,CR,92,2015-2019,4021,ALL,f,ALL,ALL,488,1.57,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Esophageal Cancer per 100,000 population over a five year period",Incidence of Esophageal Cancer,Cancer,Any Race Ethnicity,Female
esophageal_female.xlsx,YAVAPAI,CR,92,2015-2019,4025,ALL,f,ALL,ALL,488,1.61,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Esophageal Cancer per 100,000 population over a five year period",Incidence of Esophageal Cancer,Cancer,Any Race Ethnicity,Female
esophageal_female.xlsx,ARIZONA,CR,92,2015-2019,ALL,ALL,f,ALL,ALL,488,1.48,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Esophageal Cancer per 100,000 population over a five year period",Incidence of Esophageal Cancer,Cancer,Any Race Ethnicity,Female
kidney_female.xlsx,APACHE,CR,73,2015-2019,4001,ALL,f,ALL,ALL,391,18.27,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Kidney and Renal Pelvis Cancer per 100,000 population over a five year period",Incidence of Kidney Cancer,Cancer,Any Race Ethnicity,Female
kidney_female.xlsx,COCHISE,CR,73,2015-2019,4003,ALL,f,ALL,ALL,391,13.09,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Kidney and Renal Pelvis Cancer per 100,000 population over a five year period",Incidence of Kidney Cancer,Cancer,Any Race Ethnicity,Female
kidney_female.xlsx,COCONINO,CR,73,2015-2019,4005,ALL,f,ALL,ALL,391,11.97,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Kidney and Renal Pelvis Cancer per 100,000 population over a five year period",Incidence of Kidney Cancer,Cancer,Any Race Ethnicity,Female
kidney_female.xlsx,GILA,CR,73,2015-2019,4007,ALL,f,ALL,ALL,391,11.92,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Kidney and Renal Pelvis Cancer per 100,000 population over a five year period",Incidence of Kidney Cancer,Cancer,Any Race Ethnicity,Female
kidney_female.xlsx,GRAHAM,CR,73,2015-2019,4009,ALL,f,ALL,ALL,391,21.15,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Kidney and Renal Pelvis Cancer per 100,000 population over a five year period",Incidence of Kidney Cancer,Cancer,Any Race Ethnicity,Female
kidney_female.xlsx,MARICOPA,CR,73,2015-2019,4013,ALL,f,ALL,ALL,391,10.15,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Kidney and Renal Pelvis Cancer per 100,000 population over a five year period",Incidence of Kidney Cancer,Cancer,Any Race Ethnicity,Female
kidney_female.xlsx,MOHAVE,CR,73,2015-2019,4015,ALL,f,ALL,ALL,391,13.03,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Kidney and Renal Pelvis Cancer per 100,000 population over a five year period",Incidence of Kidney Cancer,Cancer,Any Race Ethnicity,Female
kidney_female.xlsx,NAVAJO,CR,73,2015-2019,4017,ALL,f,ALL,ALL,391,12.24,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Kidney and Renal Pelvis Cancer per 100,000 population over a five year period",Incidence of Kidney Cancer,Cancer,Any Race Ethnicity,Female
kidney_female.xlsx,PIMA,CR,73,2015-2019,4019,ALL,f,ALL,ALL,391,12.39,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Kidney and Renal Pelvis Cancer per 100,000 population over a five year period",Incidence of Kidney Cancer,Cancer,Any Race Ethnicity,Female
kidney_female.xlsx,PINAL,CR,73,2015-2019,4021,ALL,f,ALL,ALL,391,11.24,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Kidney and Renal Pelvis Cancer per 100,000 population over a five year period",Incidence of Kidney Cancer,Cancer,Any Race Ethnicity,Female
kidney_female.xlsx,SANTA CRUZ,CR,73,2015-2019,4023,ALL,f,ALL,ALL,391,15.07,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Kidney and Renal Pelvis Cancer per 100,000 population over a five year period",Incidence of Kidney Cancer,Cancer,Any Race Ethnicity,Female
kidney_female.xlsx,YAVAPAI,CR,73,2015-2019,4025,ALL,f,ALL,ALL,391,9.34,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Kidney and Renal Pelvis Cancer per 100,000 population over a five year period",Incidence of Kidney Cancer,Cancer,Any Race Ethnicity,Female
kidney_female.xlsx,YUMA,CR,73,2015-2019,4027,ALL,f,ALL,ALL,391,16.61,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Kidney and Renal Pelvis Cancer per 100,000 population over a five year period",Incidence of Kidney Cancer,Cancer,Any Race Ethnicity,Female
kidney_female.xlsx,ARIZONA,CR,73,2015-2019,ALL,ALL,f,ALL,ALL,391,11.07,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Kidney and Renal Pelvis Cancer per 100,000 population over a five year period",Incidence of Kidney Cancer,Cancer,Any Race Ethnicity,Female
larynx_female.xlsx,MARICOPA,CR,94,2015-2019,4013,ALL,f,ALL,ALL,496,0.51,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Larynx Cancer per 100,000 population over a five year period",Incidence of Larynx Cancer,Cancer,Any Race Ethnicity,Female
larynx_female.xlsx,PIMA,CR,94,2015-2019,4019,ALL,f,ALL,ALL,496,0.76,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Larynx Cancer per 100,000 population over a five year period",Incidence of Larynx Cancer,Cancer,Any Race Ethnicity,Female
larynx_female.xlsx,ARIZONA,CR,94,2015-2019,ALL,ALL,f,ALL,ALL,496,0.69,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Larynx Cancer per 100,000 population over a five year period",Incidence of Larynx Cancer,Cancer,Any Race Ethnicity,Female
leukemia_female.xlsx,COCHISE,CR,20,2015-2019,4003,ALL,f,ALL,ALL,223,7.1,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Leukemia per 100,000 population over a five year period",Incidence of Leukemia,Cancer,Any Race Ethnicity,Female
leukemia_female.xlsx,COCONINO,CR,20,2015-2019,4005,ALL,f,ALL,ALL,223,7.4,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Leukemia per 100,000 population over a five year period",Incidence of Leukemia,Cancer,Any Race Ethnicity,Female
leukemia_female.xlsx,MARICOPA,CR,20,2015-2019,4013,ALL,f,ALL,ALL,223,8.7,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Leukemia per 100,000 population over a five year period",Incidence of Leukemia,Cancer,Any Race Ethnicity,Female
leukemia_female.xlsx,MOHAVE,CR,20,2015-2019,4015,ALL,f,ALL,ALL,223,11.1,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Leukemia per 100,000 population over a five year period",Incidence of Leukemia,Cancer,Any Race Ethnicity,Female
leukemia_female.xlsx,NAVAJO,CR,20,2015-2019,4017,ALL,f,ALL,ALL,223,10.4,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Leukemia per 100,000 population over a five year period",Incidence of Leukemia,Cancer,Any Race Ethnicity,Female
leukemia_female.xlsx,PIMA,CR,20,2015-2019,4019,ALL,f,ALL,ALL,223,8.3,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Leukemia per 100,000 population over a five year period",Incidence of Leukemia,Cancer,Any Race Ethnicity,Female
leukemia_female.xlsx,PINAL,CR,20,2015-2019,4021,ALL,f,ALL,ALL,223,8,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Leukemia per 100,000 population over a five year period",Incidence of Leukemia,Cancer,Any Race Ethnicity,Female
leukemia_female.xlsx,YAVAPAI,CR,20,2015-2019,4025,ALL,f,ALL,ALL,223,7.7,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Leukemia per 100,000 population over a five year period",Incidence of Leukemia,Cancer,Any Race Ethnicity,Female
leukemia_female.xlsx,YUMA,CR,20,2015-2019,4027,ALL,f,ALL,ALL,223,10.6,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Leukemia per 100,000 population over a five year period",Incidence of Leukemia,Cancer,Any Race Ethnicity,Female
leukemia_female.xlsx,ARIZONA,CR,20,2015-2019,ALL,ALL,f,ALL,ALL,223,8.7,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Leukemia per 100,000 population over a five year period",Incidence of Leukemia,Cancer,Any Race Ethnicity,Female
liver_female.xlsx,COCONINO,CR,74,2015-2019,4005,ALL,f,ALL,ALL,395,6.6,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Liver and Intrahepatic Bile Duct Cancer per 100,000 population over a five year period",Incidence of Liver Cancer,Cancer,Any Race Ethnicity,Female
liver_female.xlsx,MARICOPA,CR,74,2015-2019,4013,ALL,f,ALL,ALL,395,3.98,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Liver and Intrahepatic Bile Duct Cancer per 100,000 population over a five year period",Incidence of Liver Cancer,Cancer,Any Race Ethnicity,Female
liver_female.xlsx,MOHAVE,CR,74,2015-2019,4015,ALL,f,ALL,ALL,395,5.27,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Liver and Intrahepatic Bile Duct Cancer per 100,000 population over a five year period",Incidence of Liver Cancer,Cancer,Any Race Ethnicity,Female
liver_female.xlsx,NAVAJO,CR,74,2015-2019,4017,ALL,f,ALL,ALL,395,7.38,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Liver and Intrahepatic Bile Duct Cancer per 100,000 population over a five year period",Incidence of Liver Cancer,Cancer,Any Race Ethnicity,Female
liver_female.xlsx,PIMA,CR,74,2015-2019,4019,ALL,f,ALL,ALL,395,4.92,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Liver and Intrahepatic Bile Duct Cancer per 100,000 population over a five year period",Incidence of Liver Cancer,Cancer,Any Race Ethnicity,Female
liver_female.xlsx,PINAL,CR,74,2015-2019,4021,ALL,f,ALL,ALL,395,5.03,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Liver and Intrahepatic Bile Duct Cancer per 100,000 population over a five year period",Incidence of Liver Cancer,Cancer,Any Race Ethnicity,Female
liver_female.xlsx,YAVAPAI,CR,74,2015-2019,4025,ALL,f,ALL,ALL,395,2.79,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Liver and Intrahepatic Bile Duct Cancer per 100,000 population over a five year period",Incidence of Liver Cancer,Cancer,Any Race Ethnicity,Female
liver_female.xlsx,YUMA,CR,74,2015-2019,4027,ALL,f,ALL,ALL,395,5.76,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Liver and Intrahepatic Bile Duct Cancer per 100,000 population over a five year period",Incidence of Liver Cancer,Cancer,Any Race Ethnicity,Female
liver_female.xlsx,ARIZONA,CR,74,2015-2019,ALL,ALL,f,ALL,ALL,395,4.31,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Liver and Intrahepatic Bile Duct Cancer per 100,000 population over a five year period",Incidence of Liver Cancer,Cancer,Any Race Ethnicity,Female
lung_bronchus_female.xlsx,APACHE,CR,23,2015-2019,4001,ALL,f,ALL,ALL,224,10.8,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Lung and Bronchus Cancer per 100,000 population over a five year period",Incidence of Lung and Bronchus Cancers,Cancer,Any Race Ethnicity,Female
lung_bronchus_female.xlsx,COCHISE,CR,23,2015-2019,4003,ALL,f,ALL,ALL,224,39.5,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Lung and Bronchus Cancer per 100,000 population over a five year period",Incidence of Lung and Bronchus Cancers,Cancer,Any Race Ethnicity,Female
lung_bronchus_female.xlsx,COCONINO,CR,23,2015-2019,4005,ALL,f,ALL,ALL,224,25.3,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Lung and Bronchus Cancer per 100,000 population over a five year period",Incidence of Lung and Bronchus Cancers,Cancer,Any Race Ethnicity,Female
lung_bronchus_female.xlsx,GILA,CR,23,2015-2019,4007,ALL,f,ALL,ALL,224,41.8,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Lung and Bronchus Cancer per 100,000 population over a five year period",Incidence of Lung and Bronchus Cancers,Cancer,Any Race Ethnicity,Female
lung_bronchus_female.xlsx,GRAHAM,CR,23,2015-2019,4009,ALL,f,ALL,ALL,224,48.7,2023-10-04T09:15:11.880,"Age-adjusted incidence rate of Lung and Bronchus Cancer per 100,000 population over a five year period",Incidence of Lung and Bronchus Cancers,Cancer,Any Race Ethnicity,Female
